FID,ap_lp,apn,number_of_,objectid,shape_area,shape_leng,situs_city,situs_hous,situs_ho_2,situs_stat,situs_stre,situs_st_2,situs_st_3,situs_unit,situs_zip_,tax_rate_a
370235,LP,26101038,1.000000000000000,459278.000000000000000,1520.821342283227295,200.558110843791184,SAN JOSE,909,,CA,W,JULIAN,ST,,95126-2718,17108.000000000000000
370244,LP,20435030,1.000000000000000,207734.000000000000000,6361.683942216975993,334.843810701498342,SUNNYVALE,125,,CA,E,ARQUES,AV,,94085-4300,9002.000000000000000
370257,AP,43435079,1.000000000000000,484905.000000000000000,516.924781535738703,163.325253957832615,SAN JOSE,291,,CA,,STONEGATE,CL,,95110-3542,17193.000000000000000
370269,LP,25947033,1.000000000000000,199417.000000000000000,729.348640524845791,124.238776681707634,SAN JOSE,521,,CA,W,SAN CARLOS,ST,,95126-3649,17193.000000000000000
370308,LP,,0.000000000000000,459853.000000000000000,59.275389186961611,30.796601987972231,,,,,,,,,,0.000000000000000
370317,LP,12429004,1.000000000000000,135045.000000000000000,527.942859771294138,99.233118303258422,PALO ALTO,2437,,CA,,BIRCH,ST,,94306-1902,6052.000000000000000
370318,LP,49704008,1.000000000000000,134796.000000000000000,2236.861452423950595,231.512538119375677,SAN JOSE,13240,,CA,,SYLVANDALE,WY,,95111-3356,17031.000000000000000
370324,AP,49718111,1.000000000000000,487638.000000000000000,614.709492688275986,109.859231007550079,SAN JOSE,3226,,CA,,KENHILL,DR,,95111-3246,17031.000000000000000
370382,LP,26128007,1.000000000000000,229043.000000000000000,762.561888349748415,117.971657849792578,SAN JOSE,1046,,CA,,EUGENE,AV,,95126-3004,17108.000000000000000
370426,LP,13225034,5.000000000000000,70774.000000000000000,1208.883632903246053,151.015288397675306,PALO ALTO,2643,,CA,,ALMA,ST,,94306-2302,6001.000000000000000
370472,LP,76708019,2.000000000000000,201054.000000000000000,1434.864093565857502,160.749957388122681,MORGAN HILL,35,,CA,W,5TH,ST,A,95037-4509,4001.000000000000000
370477,LP,25945054,1.000000000000000,10926.000000000000000,867.971693911665625,138.975244472437964,SAN JOSE,420,,CA,W,SAN FERNANDO,ST,,95110-2526,17193.000000000000000
370586,LP,13238055,0.000000000000000,7885.000000000000000,54.665560564219518,37.392029432634871,,,,,,,,,,6001.000000000000000
370598,LP,49757020,1.000000000000000,164189.000000000000000,473.734679794347244,88.055962711490025,SAN JOSE,2997,,CA,,SAMARIA,PL,,95111,17038.000000000000000
370682,LP,15856022,1.000000000000000,425196.000000000000000,288.622646093178787,67.956163244919210,MOUNTAIN VIEW,201,,CA,,PINE,WY,,94041,5000.000000000000000
370710,LP,25947065,1.000000000000000,276704.000000000000000,863.526245752971363,139.605571302906441,SAN JOSE,230,,CA,,JOSEFA,ST,,95110-2608,17193.000000000000000
370716,AP,15846112,1.000000000000000,468649.000000000000000,109.029163209628948,52.771512368515069,MOUNTAIN VIEW,505,,CA,,CYPRESS POINT,DR,112,94043-4833,5010.000000000000000
370722,LP,79916038,1.000000000000000,186380.000000000000000,1454.430928640626462,161.280957231654867,GILROY,7201,,CA,,DOWDY,ST,,95020-6145,2000.000000000000000
370723,LP,43432013,1.000000000000000,165288.000000000000000,358.407997992663581,92.685980319650156,SAN JOSE,1116,,CA,,PREVOST,CT,,95125-5736,17108.000000000000000
370748,LP,14806011,1.000000000000000,126571.000000000000000,1834.981691674778631,199.430036655548747,PALO ALTO,191,,CA,,MONROE,DR,,94306-4416,6015.000000000000000
370753,LP,84183021,1.000000000000000,340020.000000000000000,227.643692398763307,71.198502839409713,GILROY,7664,,CA,,GENNARO,WY,,95020,2000.000000000000000
370755,LP,21655061,1.000000000000000,264496.000000000000000,204.456302879258317,58.472453236455550,SUNNYVALE,1286,,CA,,KIFER,RD,108,94086,9002.000000000000000
370759,LP,14735013,1.000000000000000,117485.000000000000000,949.154324497686730,128.568843665306417,MOUNTAIN VIEW,187,,CA,,THOMPSON SQUARE,,,94043-4216,5010.000000000000000
370771,LP,43417119,1.000000000000000,367687.000000000000000,1037.889235982842138,130.654253562775295,SAN JOSE,1507,,CA,,CARMEL,DR,,95125-1832,17108.000000000000000
370941,AP,25950118,1.000000000000000,471960.000000000000000,128.647892683712513,45.867736499232187,SAN JOSE,411,,CA,,PARK,AV,338,95110-2653,17193.000000000000000
370971,LP,49757033,1.000000000000000,393957.000000000000000,533.549066415984839,114.001836947963170,SAN JOSE,3028,,CA,,LUEDKE,PL,,95111,17038.000000000000000
371026,LP,13219020,1.000000000000000,57313.000000000000000,1195.183088609709102,149.828007115981563,PALO ALTO,2859,,CA,,RAMONA,ST,,94306-2365,6001.000000000000000
371039,AP,23048020,1.000000000000000,460050.000000000000000,169.187645833997578,64.156485506366067,SAN JOSE,966,,CA,,SILICON,DR,,95126-1255,17108.000000000000000
371078,LP,43403035,1.000000000000000,414206.000000000000000,958.263687776155166,135.963491241372992,SAN JOSE,1166,,CA,,PREVOST,ST,,95125-5717,17108.000000000000000
371091,LP,45503021,1.000000000000000,445246.000000000000000,112.733188404345469,44.775864080031965,SAN JOSE,2973,,CA,,VALLEY OF HEARTS DEL,PL,3,95136,17030.000000000000000
371104,LP,26129045,1.000000000000000,341586.000000000000000,757.179308648108758,128.681317626708051,SAN JOSE,1035,,CA,,GARLAND,AV,,95126-3113,17108.000000000000000
371108,LP,20450028,1.000000000000000,256617.000000000000000,947.192703230228972,136.966647934574951,SUNNYVALE,117,,CA,N,FRANCES,ST,,94086-4915,9002.000000000000000
371115,LP,76706010,1.000000000000000,304348.000000000000000,1398.895894826516724,152.597984136171760,MORGAN HILL,17415,,CA,,DEL MONTE,AV,,95037-4515,4001.000000000000000
371125,LP,43405090,2.000000000000000,46985.000000000000000,606.403466133490156,116.574996520342737,SAN JOSE,1161,,CA,,PALM,ST,,95110-3326,17193.000000000000000
371142,LP,16515038,2.000000000000000,393794.000000000000000,885.149379058698059,130.518513968110312,SUNNYVALE,180,,CA,,WAVERLY,ST,,94086,9002.000000000000000
371170,AP,49755106,1.000000000000000,485979.000000000000000,725.258769999923857,117.009198044106100,SAN JOSE,3119,,CA,,KENLAND,DR,,95111-3239,17031.000000000000000
371226,LP,12018002,1.000000000000000,169100.000000000000000,509.921113242659203,98.367579872220489,PALO ALTO,310,,CA,,ADDISON,AV,,94301-2704,6001.000000000000000
371237,AP,25959100,1.000000000000000,472047.000000000000000,3122.636897007521839,314.306556055763792,SAN JOSE,38,,CA,N,ALMADEN,BL,802,95110,17111.000000000000000
371246,AP,12025126,1.000000000000000,479683.000000000000000,164.104761738599393,52.032368186786094,PALO ALTO,227,,CA,,HIGH,ST,,94301-1055,6001.000000000000000
371255,LP,12432002,1.000000000000000,398870.000000000000000,740.195877174448469,115.017929223077843,PALO ALTO,2290,,CA,,BIRCH,ST,,94306-1501,6052.000000000000000
371264,LP,43405106,1.000000000000000,89655.000000000000000,744.764703025576637,127.717975006689130,SAN JOSE,1047,,CA,,LOCUST,ST,,95110-3316,17193.000000000000000
371268,AP,43443024,1.000000000000000,484757.000000000000000,132.807250425438042,55.694934424090071,SAN JOSE,538,,CA,,SHADOWGRAPH,DR,,95110-3569,17193.000000000000000
371306,LP,13212004,2.000000000000000,402157.000000000000000,996.326147957286366,132.570935500861367,PALO ALTO,2434,,CA,,WAVERLEY,ST,,94301-4244,6001.000000000000000
371321,LP,72609070,1.000000000000000,439340.000000000000000,832.157002571212502,123.558512475767458,MORGAN HILL,17345,,CA,,CORSICA,WY,,95037-4408,4002.000000000000000
371335,LP,,0.000000000000000,305987.000000000000000,372.100030696160331,85.883534005968642,,,,,,,,,,0.000000000000000
371363,LP,14721028,1.000000000000000,334957.000000000000000,1173.039054586650082,144.740936208080058,PALO ALTO,352,,CA,,CALCATERRA,PL,,94306-4613,6012.000000000000000
371400,AP,14832056,1.000000000000000,462519.000000000000000,732.607086106331053,112.841014948242645,MOUNTAIN VIEW,49,,CA,,SHOWERS,DR,S414,94040-1436,5009.000000000000000
371401,LP,76707037,1.000000000000000,143555.000000000000000,819.974470949394799,137.811797472961871,MORGAN HILL,75,,CA,W,SECOND,ST,,95037-4503,4001.000000000000000
371405,AP,15854004,1.000000000000000,468971.000000000000000,204.487718557349410,58.558972094951216,MOUNTAIN VIEW,216,,CA,,VIEW,ST,,94041,5096.000000000000000
371439,AP,49718099,1.000000000000000,487611.000000000000000,614.692590519291343,109.773120355805503,SAN JOSE,202,,CA,,KENBROOK,CL,,95111-3256,17031.000000000000000
371454,LP,12016009,2.000000000000000,331387.000000000000000,1125.993269519738533,155.680033783352343,PALO ALTO,610,,CA,,COWPER,ST,,94301-1807,6001.000000000000000
371460,AP,26163149,1.000000000000000,474141.000000000000000,10459.687313404856468,423.014836257242450,SAN JOSE,88,,CA,,BUSH,ST,4161,95126,17108.000000000000000
371471,LP,43424010,1.000000000000000,269675.000000000000000,697.769955532685344,130.518059913085949,SAN JOSE,126,,CA,,DARBY,CT,,95110-3610,17193.000000000000000
371487,AP,49720032,1.000000000000000,487732.000000000000000,725.329499806213903,117.014787385146178,SAN JOSE,3146,,CA,,KENLAND,DR,,95111-3243,17031.000000000000000
371497,LP,26138047,1.000000000000000,430498.000000000000000,641.046714365512344,112.782908402281251,SAN JOSE,258,,CA,,MCEVOY,ST,,95126-4835,17193.000000000000000
371520,LP,43409165,1.000000000000000,52621.000000000000000,720.572981050832254,125.331181707072346,SAN JOSE,1223,,CA,,MASTIC,ST,,95110-3410,17193.000000000000000
371529,LP,43444018,1.000000000000000,175742.000000000000000,194.434246072061455,75.446627232863605,SAN JOSE,1389,,CA,,LOCUST,ST,,95110-3322,17193.000000000000000
371593,LP,43430017,0.000000000000000,442906.000000000000000,1620.191335578260350,215.786811385254907,,,,,,,,,,17035.000000000000000
371607,LP,26476027,1.000000000000000,221580.000000000000000,150.744209602767341,53.902559544466996,SAN JOSE,347,,CA,,BAUTISTA,PL,,95126,17193.000000000000000
371621,LP,72624034,1.000000000000000,57307.000000000000000,436.671643843453467,97.313811709088441,MORGAN HILL,17775,,CA,,MCLAUGHLIN,CT,,95037,4001.000000000000000
371656,AP,14832147,1.000000000000000,480638.000000000000000,3218.921386407966565,282.887554939988092,MOUNTAIN VIEW,49,,CA,,SHOWERS,DR,J122,94040-1436,5009.000000000000000
371716,LP,13238040,1.000000000000000,324799.000000000000000,1067.322516395581260,148.641980151033181,PALO ALTO,3261,,CA,,ASH,ST,,94306-2240,6001.000000000000000
371753,LP,79912020,1.000000000000000,251880.000000000000000,653.031298290360837,106.531075154784546,GILROY,7090,,CA,,HANNA,ST,,95020-6440,2000.000000000000000
371823,AP,15851033,1.000000000000000,469337.000000000000000,119.531516262928932,46.085106168205144,MOUNTAIN VIEW,108,,CA,,BRYANT,ST,#28,94041,5097.000000000000000
371831,LP,15829013,1.000000000000000,160367.000000000000000,857.646561171634403,121.468748668739295,MOUNTAIN VIEW,537,,CA,,ANZA,ST,,94041-2103,5000.000000000000000
371860,LP,,0.000000000000000,43014.000000000000000,546.748422371577703,100.489602145513828,,,,,,,,,,0.000000000000000
371930,LP,13212041,1.000000000000000,401821.000000000000000,974.018995245692167,134.423941614529269,PALO ALTO,2485,,CA,,BRYANT,ST,,94301-4205,6001.000000000000000
372084,LP,26420127,3.000000000000000,127116.000000000000000,824.265346559625868,132.329840955101645,SAN JOSE,597,,CA,,AUZERAIS,AV,,95126-3616,17193.000000000000000
372091,LP,72603055,1.000000000000000,440416.000000000000000,243.880352024060187,60.946756716535084,MORGAN HILL,429,,CA,,CREEKSIDE,LN,,95037-4614,4002.000000000000000
372092,LP,15812066,1.000000000000000,325941.000000000000000,1139.682501962918650,156.722555151604183,MOUNTAIN VIEW,343,,CA,,FRANKLIN,ST,,94041-1229,5096.000000000000000
372099,AP,49721008,1.000000000000000,487820.000000000000000,766.002663741549327,116.329847532623177,SAN JOSE,291,,CA,,KENBROOK,CL,,95111-3265,17031.000000000000000
372117,LP,15839007,1.000000000000000,112519.000000000000000,123.679285302426678,50.270973945889430,MOUNTAIN VIEW,137,,CA,,ORCHARD,AV,7,94043-4876,5010.000000000000000
372128,LP,26131075,1.000000000000000,37178.000000000000000,802.325469676801504,130.760030499017262,SAN JOSE,110,,CA,S,MORRISON,AV,,95126-3021,17108.000000000000000
372143,LP,15813014,1.000000000000000,136691.000000000000000,1175.239708886973631,157.764051984642123,MOUNTAIN VIEW,1040,,CA,W,DANA,ST,,94041-1223,5000.000000000000000
372151,LP,20924007,1.000000000000000,260085.000000000000000,817.083576888927723,115.974590470838677,SUNNYVALE,324,,CA,E,IOWA,AV,,94086-6236,9002.000000000000000
372184,LP,12414027,1.000000000000000,298734.000000000000000,833.905218185735862,125.263873453845932,PALO ALTO,2284,,CA,,BRYANT,ST,,94301-3909,6001.000000000000000
372203,AP,14832214,1.000000000000000,462153.000000000000000,2525.994426195512006,241.826687364356673,MOUNTAIN VIEW,49,,CA,,SHOWERS,DR,E253,94040-1436,5009.000000000000000
372215,LP,69003025,1.000000000000000,257032.000000000000000,1072.348709424111348,148.371884828389994,SAN JOSE,5344,,CA,,FEDERATION,CT,,95123-2112,17063.000000000000000
372258,LP,12418083,1.000000000000000,91561.000000000000000,1476.364547157670586,192.164883866427942,PALO ALTO,1927,,CA,,EMERSON,ST,,94301-3720,6001.000000000000000
372261,LP,67832078,1.000000000000000,420541.000000000000000,1016.855330183475076,129.538744597256652,SAN JOSE,5444,,CA,,CENTURY MEADOW,CT,,95111-1809,17064.000000000000000
372263,LP,76703004,1.000000000000000,420563.000000000000000,1134.721158423031056,139.787034946617155,MORGAN HILL,105,,CA,W,DUNNE,AV,,95037-4903,4001.000000000000000
372295,LP,43408069,1.000000000000000,29432.000000000000000,1051.908674390040460,162.975469709209790,SAN JOSE,1176,,CA,,MASTIC,ST,,95110-3407,17193.000000000000000
372361,LP,15811027,1.000000000000000,154150.000000000000000,1118.497963593018312,154.024343494186866,MOUNTAIN VIEW,455,,CA,,OAK,ST,,94041-1918,5000.000000000000000
372391,AP,15846105,1.000000000000000,469520.000000000000000,96.514624201880878,50.415334356312627,MOUNTAIN VIEW,505,,CA,,CYPRESS POINT,DR,105,94043-4833,5010.000000000000000
372411,LP,13212008,1.000000000000000,404419.000000000000000,1079.268743361116776,136.399982360220918,PALO ALTO,2490,,CA,,WAVERLEY,ST,,94301-4244,6001.000000000000000
372475,LP,20435033,1.000000000000000,120589.000000000000000,1073.311630368600163,147.322010096862783,SUNNYVALE,314,,CA,N,MURPHY,AV,,94085-4311,9002.000000000000000
372499,LP,72626037,1.000000000000000,441715.000000000000000,544.803263375861661,104.425637467083007,MORGAN HILL,17715,,CA,,CALLE MAZATAN,,,95037,4002.000000000000000
372510,AP,14832263,1.000000000000000,462588.000000000000000,3218.731074068094586,282.891855087162071,MOUNTAIN VIEW,49,,CA,,SHOWERS,DR,A240,94040-1436,5009.000000000000000
372528,LP,49709004,1.000000000000000,181222.000000000000000,1365.955416058975061,153.069492646019853,SAN JOSE,13112,,CA,,PFEIFLE,AV,,95111-3328,17031.000000000000000
372533,AP,12039017,1.000000000000000,479302.000000000000000,151.615469100367307,56.670172832259915,PALO ALTO,101,,CA,,ALMA,ST,302,94301-1004,6001.000000000000000
372534,LP,81737060,1.000000000000000,406021.000000000000000,180.259830586608246,60.613284413326170,MORGAN HILL,128,,CA,,LARKSPUR,LP,,95037,4001.000000000000000
372535,LP,20442007,1.000000000000000,151837.000000000000000,923.056423087770781,126.734209529385495,SUNNYVALE,326,,CA,N,SUNNYVALE,AV,,94085-4317,9002.000000000000000
372555,LP,43405094,1.000000000000000,111851.000000000000000,850.367942197700131,134.912323898555258,SAN JOSE,1186,,CA,,PALM,ST,,95110-3325,17193.000000000000000
372623,LP,13217004,1.000000000000000,352126.000000000000000,947.638371569147694,128.340869266274808,PALO ALTO,2430,,CA,,BRYANT,ST,,94301-4204,6001.000000000000000
372638,LP,67837084,1.000000000000000,211564.000000000000000,887.942505171131188,123.066673650286049,SAN JOSE,1106,,CA,,COYOTE,RD,,95111-1824,17064.000000000000000
372666,LP,23008078,0.000000000000000,184302.000000000000000,13201.011817854277979,643.288997363201247,,,,,,,,,,7000.000000000000000
372699,AP,14832224,1.000000000000000,462295.000000000000000,1064.535362345048725,143.590001113512358,MOUNTAIN VIEW,49,,CA,,SHOWERS,DR,D464,94040-1436,5009.000000000000000
372706,AP,25959033,1.000000000000000,471473.000000000000000,3122.636897007521839,314.306556055763792,SAN JOSE,38,,CA,N,ALMADEN,BL,403,95110,17111.000000000000000
372742,LP,21311012,1.000000000000000,84890.000000000000000,842.538686027369863,117.386344066618506,SUNNYVALE,665,,CA,,VINEMAPLE,AV,,94086-8456,9023.000000000000000
372764,LP,72610058,1.000000000000000,171498.000000000000000,1532.273285451669608,228.422999962264782,MORGAN HILL,555,,CA,,DIANA,AV,,95037-4407,4003.000000000000000
372812,LP,23008018,1.000000000000000,350958.000000000000000,3236.691576044255271,227.673089186702185,SANTA CLARA,1051,,CA,,SHERMAN,ST,,95050,7000.000000000000000
372827,LP,14825013,1.000000000000000,104198.000000000000000,184.807254204708926,67.322710278147810,MOUNTAIN VIEW,134,,CA,,ALLEY,WY,,94040-1427,5009.000000000000000
372828,LP,84105037,1.000000000000000,359647.000000000000000,994.417001880326552,142.212766897745809,GILROY,7561,,CA,,ALEXANDER,ST,,95020-5803,2000.000000000000000
372857,LP,14734059,1.000000000000000,281814.000000000000000,1022.882056726021460,126.524167720285689,MOUNTAIN VIEW,246,,CA,,HAMILTON,AV,,94043-4207,5010.000000000000000
372859,LP,14734010,1.000000000000000,197039.000000000000000,883.351580659486444,124.299514586547616,MOUNTAIN VIEW,131,,CA,,HAMILTON,AV,,94043-4204,5010.000000000000000
372903,LP,15812030,2.000000000000000,247664.000000000000000,1143.900527676067213,157.447936442163950,MOUNTAIN VIEW,359,A,CA,,OAK,ST,,94041-1231,5000.000000000000000
372908,LP,12016033,3.000000000000000,404749.000000000000000,1661.110837681279463,163.314612190872140,PALO ALTO,664,,CA,,GILMAN,ST,,94301-2528,6001.000000000000000
372939,LP,14716077,1.000000000000000,161976.000000000000000,995.613135587633678,136.142394060174411,MOUNTAIN VIEW,338,,CA,,ALDEAN,AV,,94043-4102,5010.000000000000000
373016,LP,,0.000000000000000,60565.000000000000000,818.648511865535397,315.665565920070662,,,,,,,,,,0.000000000000000
373069,LP,14825058,1.000000000000000,363991.000000000000000,212.628424122121771,64.552919439569777,MOUNTAIN VIEW,105,,CA,,BEACON,ST,,94040-1330,5009.000000000000000
373095,AP,25950116,1.000000000000000,471958.000000000000000,161.651052616138969,53.519900741405337,SAN JOSE,411,,CA,,PARK,AV,336,95110-2653,17193.000000000000000
373115,LP,12430021,1.000000000000000,159401.000000000000000,1107.086287396404714,153.618897910403149,PALO ALTO,395,,CA,,LELAND,AV,,94306-1128,6001.000000000000000
373165,LP,12431051,1.000000000000000,95984.000000000000000,1107.166122930575511,153.617604933293336,PALO ALTO,416,,CA,,COLLEGE,AV,,94306-1527,6001.000000000000000
373177,LP,15820047,1.000000000000000,325600.000000000000000,593.908127392065126,99.427774112148484,MOUNTAIN VIEW,505,,CA,,MINTON,LN,,94041-2593,5000.000000000000000
373192,LP,14722093,1.000000000000000,309434.000000000000000,754.149283104486130,116.945172664730109,MOUNTAIN VIEW,330,,CA,,ANNA,AV,,94043-4104,5010.000000000000000
373215,LP,68430029,1.000000000000000,201288.000000000000000,6666.940854441861120,929.745824185562014,SAN JOSE,5330,,CA,,MONTEREY,RD,,95111,17184.000000000000000
373233,LP,12430012,2.000000000000000,267537.000000000000000,1107.022774920037136,153.616819184884832,PALO ALTO,420,,CA,,STANFORD,AV,,94306-1148,6001.000000000000000
373264,LP,72657038,1.000000000000000,447938.000000000000000,888.748674174907023,128.898582969569532,MORGAN HILL,17895,,CA,,CALLE GRANADA,,,95037,4002.000000000000000
373284,LP,16515050,1.000000000000000,44747.000000000000000,883.774649436055597,130.369314656035925,SUNNYVALE,130,,CA,,WAVERLY,ST,,94086-6021,9002.000000000000000
373294,LP,14812030,1.000000000000000,148047.000000000000000,1490.937095231137391,160.307759868915724,PALO ALTO,4394,,CA,,SILVA,AV,,94306-4422,6057.000000000000000
373329,LP,14825061,1.000000000000000,424310.000000000000000,243.368964278146052,65.436222183436811,MOUNTAIN VIEW,100,,CA,,WHITS,RD,,94040-1322,5009.000000000000000
373356,AP,43439018,1.000000000000000,483073.000000000000000,133.442305851188308,53.424670838994395,SAN JOSE,269,,CA,,SHADOW DANCE,DR,,95110-3552,17193.000000000000000
373418,LP,21660022,1.000000000000000,443427.000000000000000,271.560647414236996,66.298873919308434,SANTA CLARA,3517,,CA,,TOOMEY,PL,,95051,7079.000000000000000
373445,LP,14729050,1.000000000000000,101157.000000000000000,835.795879127051080,125.532801375738842,MOUNTAIN VIEW,2412,,CA,,LAURA,LN,,94043-4148,5010.000000000000000
373467,AP,14819064,1.000000000000000,462475.000000000000000,109.009710112509822,41.803803921466191,MOUNTAIN VIEW,2255,,CA,,SHOWERS,DR,194,94040,5009.000000000000000
373476,LP,26109018,1.000000000000000,319946.000000000000000,2308.224215447345159,204.364172510031324,SAN JOSE,990,,CA,,ASBURY,ST,,95126-1805,17108.000000000000000
373497,AP,15846248,1.000000000000000,469198.000000000000000,175.609897370899688,62.066416244978200,MOUNTAIN VIEW,505,,CA,,CYPRESS POINT,DR,248,94043-4852,5010.000000000000000
373506,LP,84105055,0.000000000000000,360022.000000000000000,1045.818167918456538,190.285637054825770,,,,,,,,,,2007.000000000000000
373511,LP,26159133,1.000000000000000,31386.000000000000000,83.459947468026542,39.787966405639395,SAN JOSE,232,,CA,,KENTDALE,PL,,95126,17193.000000000000000
373533,AP,14819155,1.000000000000000,462129.000000000000000,91.024709764090716,39.941362001396399,MOUNTAIN VIEW,2255,,CA,,SHOWERS,DR,422,94040,5009.000000000000000
373536,LP,12030028,1.000000000000000,331643.000000000000000,563.305893914480180,108.640058511453802,PALO ALTO,1001,,CA,,HIGH,ST,,94301-2425,6001.000000000000000
373564,LP,21661027,1.000000000000000,404299.000000000000000,91.583517094032345,41.088154521231111,SANTA CLARA,2960,,CA,,SANOR,PL,109,95051,7079.000000000000000
373565,LP,26109038,1.000000000000000,397310.000000000000000,3089.639197157899616,236.247332342070621,SAN JOSE,1764,,CA,,THE ALAMEDA,,,95126-1729,17108.000000000000000
373576,LP,67834049,1.000000000000000,15636.000000000000000,872.059884594641062,123.113939100952450,SAN JOSE,91,,CA,,ROSEWELL,WY,,95138-1637,17064.000000000000000
373577,LP,72651110,1.000000000000000,412210.000000000000000,69.751611744920936,34.292755401970879,MORGAN HILL,152,,CA,,LEWIS,LN,,95037,4002.000000000000000
373582,LP,12014035,2.000000000000000,105356.000000000000000,1255.477974584294316,154.989363676107217,PALO ALTO,369,,CA,,EVERETT,AV,,94301-1423,6001.000000000000000
373627,LP,26108075,1.000000000000000,405335.000000000000000,1191.110022862337928,160.498087156077418,SAN JOSE,860,,CA,W,TAYLOR,ST,,95126-1847,17108.000000000000000
373637,LP,43411010,1.000000000000000,287147.000000000000000,948.639768620560744,141.383554284738295,SAN JOSE,1286,,CA,,VINE,ST,,95110-3342,17193.000000000000000
373638,LP,82502074,1.000000000000000,152542.000000000000000,2661.537857315875044,207.741399171179211,SAN MARTIN,13345,,CA,,LLAGAS,AV,,95046-9514,87076.000000000000000
373667,LP,72614015,1.000000000000000,235842.000000000000000,780.527900569126359,137.204502200350987,MORGAN HILL,30,,CA,E,SECOND,ST,,95037-3629,4001.000000000000000
373672,LP,43423081,1.000000000000000,148424.000000000000000,765.006727923402423,130.918276210248109,SAN JOSE,1448,,CA,,SANBORN,AV,,95110-3615,17193.000000000000000
373692,LP,14722038,1.000000000000000,20394.000000000000000,748.667268408643849,116.750900718470916,MOUNTAIN VIEW,2508,,CA,,BETLO,AV,,94043-4108,5010.000000000000000
373740,LP,16526009,5.000000000000000,56898.000000000000000,4487.311439734030500,283.522648849946506,SUNNYVALE,640,,CA,W,CALIFORNIA,AV,,94086,9002.000000000000000
373760,LP,15834008,1.000000000000000,459410.000000000000000,118.432252805560267,44.574115253610678,MOUNTAIN VIEW,182,,CA,W,DANA,ST,,94041,5000.000000000000000
373761,LP,21310025,1.000000000000000,344791.000000000000000,889.383483069521276,121.868686185200588,SUNNYVALE,660,,CA,,TORREYA,AV,,94086-8451,9023.000000000000000
373800,LP,82537073,0.000000000000000,435394.000000000000000,1032.547426136266040,202.555054857050635,,,,,,,,,,87077.000000000000000
373803,LP,14813013,1.000000000000000,424239.000000000000000,197.220387808407963,66.551131851423975,MOUNTAIN VIEW,104,,CA,,MONTELENA,CT,,94040,5009.000000000000000
373861,LP,13225053,3.000000000000000,113448.000000000000000,1208.711832093812518,151.009363257953311,PALO ALTO,2777,,CA,,ALMA,ST,,94306-2303,6001.000000000000000
373875,LP,26110040,1.000000000000000,380333.000000000000000,1076.143003312213750,151.907736905836799,SAN JOSE,736,,CA,,ELM,ST,,95126-1809,17108.000000000000000
373888,LP,20924083,1.000000000000000,201000.000000000000000,931.410896151237353,135.324326597627135,SUNNYVALE,388,,CA,,CARROLL,ST,,94086-6230,9002.000000000000000
373892,LP,67834056,1.000000000000000,199949.000000000000000,940.937104651548680,129.155099340941945,SAN JOSE,77,,CA,,ROSEWELL,WY,,95138-1637,17064.000000000000000
373930,LP,14824002,1.000000000000000,326551.000000000000000,104.235868238340601,52.061947948037002,MOUNTAIN VIEW,108,,CA,,SONDGROTH,WY,,94040,5009.000000000000000
373952,LP,43416012,1.000000000000000,60894.000000000000000,926.503014488172198,162.529544125981118,SAN JOSE,1326,,CA,,MILTON,WY,,95125-1736,17108.000000000000000
374009,LP,49711047,1.000000000000000,231294.000000000000000,1406.073186957872394,155.246072625555058,SAN JOSE,13040,,CA,,HAGA,DR,,95111-3309,17031.000000000000000
374017,LP,72627014,1.000000000000000,249918.000000000000000,595.098785098857434,103.778906553845673,MORGAN HILL,17725,,CA,,CALLE HERMOSA,,,95037,4101.000000000000000
374043,LP,68438018,2.000000000000000,112178.000000000000000,977.495164324036409,131.085202235946895,SAN JOSE,207,,CA,,BENDORF,DR,,95111-2908,17184.000000000000000
374076,LP,16512083,2.000000000000000,46167.000000000000000,1260.701046735516002,150.096453198036983,SUNNYVALE,606,,CA,W,MC KINLEY,AV,,94086-6049,9002.000000000000000
374088,LP,12411055,1.000000000000000,405054.000000000000000,1317.438748104302249,151.783312598979819,PALO ALTO,2340,,CA,,COWPER,ST,,94301-4114,6001.000000000000000
374143,LP,67837072,1.000000000000000,71594.000000000000000,1066.510126106319376,137.605045179214130,SAN JOSE,5535,,CA,,CENTURY MANOR,CT,,95111-1808,17064.000000000000000
374145,LP,14716034,1.000000000000000,269607.000000000000000,830.285433077367998,122.620434901310901,MOUNTAIN VIEW,2547,,CA,,MARDELL,WY,,94043-2715,5010.000000000000000
374153,LP,14732037,1.000000000000000,101118.000000000000000,1139.447031531553648,139.353022922628412,PALO ALTO,4147,,CA,,BRIARWOOD,WY,,94306-4610,6012.000000000000000
374177,LP,81737077,1.000000000000000,408266.000000000000000,174.797998205844493,60.148674250908513,MORGAN HILL,103,,CA,,LARKSPUR,LP,,95037,4001.000000000000000
374206,LP,14844036,1.000000000000000,451569.000000000000000,111.757660251765941,45.373277073232188,MOUNTAIN VIEW,2248,,CA,,MORA,PL,,94040,5000.000000000000000
374208,AP,49717022,1.000000000000000,487794.000000000000000,765.349188367880402,117.012744764681614,SAN JOSE,3126,,CA,,KENLAND,DR,,95111-3241,17031.000000000000000
374218,LP,26159150,1.000000000000000,62451.000000000000000,81.420716812317551,39.231957357888554,SAN JOSE,229,,CA,,KENTDALE,PL,,95126,17193.000000000000000
